Id,ParentId,CBS,UdM,Cantidad,Descripción,Precio unitario,BoQ Line Type
598,596,P132319-0086,KG,23144.3,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5200002,Position
599,596,P151713-0908,M2,4767.73,Ceramica CITY GRIS 51x51 Ref:KC04GR233,25695.64736,Position
600,596,S017300-0128,M2,4628.86,M.O. Enchape Ceramico M2,14267.76,Position
601,556,C-20-30-20-0930-037,,0,GUARDAESCOBA EN CERAMICA COCINA,0,Level 6
602,601,P132319-0034,UN,57.47,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.718114,Position
603,601,P132319-0086,KG,14368.68,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5199997,Position
604,601,P151713-0896,M2,2873.74,Ceramica Avenue Blanco 31x60cm Ref: KC04BL179,32834.4343,Position
605,601,S017300-0177,ML,4789.56,M.O. Guardaescoba Ceromica,7347.36,Position
606,556,C-20-30-20-0930-038,,0,GUARDAESCOBA EN CERAMICA PUNTO FIJO,0,Level 6
607,606,P132319-0034,UN,64.63,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.224199,Position
608,606,P132319-0086,KG,16156.47,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5199997,Position
609,606,P151713-0908,M2,3231.29,Ceramica CITY GRIS 51x51 Ref:KC04GR233,25695.70181,Position
610,606,S017300-0177,ML,5385.49,M.O. Guardaescoba Ceromica,7347.360001,Position
611,531,C-20-30-45-0000-000,,0,PISO EN MADERA,0,Level 5
612,611,C-20-30-45-0962-001,,0,PISO LAMINADO,0,Level 6
613,612,P151713-0260,ML,1041.95,Perfil T,9009.933097,Position
614,612,P151713-0317,M2,20719.61,Piso Laminado Spirit Line Color Pino,54454.41025,Position
615,612,S017300-0198,ML,1041.95,M.O. Instalacion Perfil T Para Piso De 2.44 Mts,2210.010576,Position
616,612,S017316-0071,M2,20116.13,M.O. Instalacion Piso En Madera,6200,Position
617,611,C-20-30-45-0962-002,,0,GUARDAESCOBA EN MADERA,0,Level 6
618,617,P151713-1074,UN,23730.46,Guardaescoba MDF Color Blanco 10cm Tira x 2.44mts,8910.72,Position
619,617,S017300-0414,ML,23730.46,M.O. Instalacion Guardaescoba Spirit Line color Pino,2856.38,Position
620,611,C-20-30-45-0962-003,,0,PIRLAN,0,Level 6
621,620,S017300-0198,ML,3098.92,M.O. Instalacion Perfil T Para Piso De 2.44 Mts,2210,Position
622,620,Z415400-0004,UN,1355.78,Sub.. Perfil T (Mdf),15658.85113,Position
623,531,C-20-30-85-0000-000,,0,PISOS DE ACCESO,0,Level 5
624,623,C-20-30-85-0932-005,,0,MEDIA CAÑA EN MORTERO,0,Level 6
625,624,P131311-0007,BT,134.7,Cemento Gris X 50Kg,16307.5631,Position
626,624,P131513-0030,M3,19.62,Mortero Pisos (Mezcla Obra),104935.4959,Position
627,624,S017300-0238,ML,2335.27,M.O. Mediacaña En Mortero,6127.26,Position
628,623,C-20-30-85-0966-004,,0,MEDIA CAÑA EN GRAVILLA,0,Level 6
629,628,Z415300-0008,ML,193.39,Mediacaña En Gravilla Lavada,21318.96975,Position
630,443,C-20-40-00-0000-000,,0,ACABADOS DE ESCALERAS,0,Level 4
631,630,C-20-40-20-0000-000,,0,ENCHAPADO DE ESCALERAS,0,Level 5
632,631,C-20-40-20-0930-020,,0,ALISTADO Y ACABADO DE PASOS ESCALERAS,0,Level 6
633,632,P131511-0030,M3,69.43,Concreto 3000 Psi Grava Fina,405721.5295,Position
634,632,Z413100-0027,M2,1322.44,Sub. Sobrepiso En Concreto,12124.91401,Position
635,632,Z415300-0052,ML,1922.8,Sub. cinta antideslizante 3M,5000.379998,Position
636,443,C-20-50-00-0000-000,,0,ACABADOS DE TECHOS,0,Level 4
637,636,C-20-50-10-0000-000,,0,TECHOS EN PAÑETE O DRYWALL,0,Level 5
638,637,C-20-50-10-0924-013,,0,RIZO LOSA,0,Level 6
639,638,Z415600-0080,M2,28031.27,Sub. Rizo Techos M2,11042.86,Position
640,637,C-20-50-10-0991-008,,0,ESTUCO Y VINILO TECHOS,0,Level 6
641,640,Z415600-0011,M2,28031.27,Sub. Estuco Y Pintura Techos M2,12937.73,Position
642,637,C-20-50-10-0991-019,,0,PINTURA CIELO RASO EN DRYWALL,0,Level 6
643,642,Z415600-0023,ML,2852.3,Sub. Pintura Cielo Raso Ml,6532.9,Position
644,637,C-20-50-10-0991-023,,0,PINTURA CIELO RASO EN DRYWALL - M2,0,Level 6
645,644,Z415600-0022,M2,2875.72,Sub. Pintura Cielo Raso M2,11569.02,Position
646,32,D-00-00-00-0000-000,,0,D-SERVICIOS - INSTALACIONES,0,Level 2
647,646,D-10-00-00-0000-000,,0,TRANSPORTE,0,Level 3
648,647,D-10-10-00-0000-000,,0,SISTEMAS DE TRANSPORTE VERTICAL,0,Level 4
649,648,D-10-10-10-0000-000,,0,ELEVADORES Y ASCENSORES,0,Level 5
650,649,D-10-10-10-1421-005,,0,ASCENSORES (6 PARADAS),0,Level 6
651,650,S017319-0012,UN,8,M.O. Instalacion Ascensor,29750000,Position
652,650,Z410611-0469,UN,8,Sub. Suministro Ascensor de 25 Paradas,132982500,Position
653,647,D-10-50-00-0000-000,,0,EQUIPOS DE CARGA DE MATERIAL,0,Level 4
654,653,D-10-50-60-0000-000,,0,SHUTS,0,Level 5
655,654,D-10-50-60-1491-002,,0,DUCTO SHUT DE BASURAS,0,Level 6
656,655,P394525-0004,UN,40.63,Tapa Shut De Basuras En Acero Tipo Socoda 0.49 X 0.433,257365.7209,Position
657,655,Z412400-0114,ML,112.1,Sub. Shut De Basuras D: 0.38 Cal. 18,173298.84,Position
658,654,D-10-50-60-1491-003,,0,PUERTA METALICA SHUT DE BASURAS,0,Level 6
659,658,P171113-0014,UN,44,Marco Y Puerta Metalica Cal. 20,534844.02,Position
660,646,D-20-00-00-0000-000,,0,PLOMERÍA,0,Level 3
661,660,D-20-10-00-0000-000,,0,REDES DE DISTRIBUCION DE AGUA POTABLE,0,Level 4
662,661,D-20-10-40-0000-000,,0,REDES DE SUMINISTRO,0,Level 5
663,662,D-20-10-40-2200-002,,0,INSTALACIONES HIDROSANITARIAS (APARTAMENTO O CASA),0,Level 6
664,663,Z416300-0416,GLB,352,Sub. Instalaciones Hidrosanitarias,7578956.36,Position
665,661,D-20-10-60-0000-000,,0,APARATOS SANITARIOS,0,Level 5
666,665,D-20-10-60-2240-001,,0,GRIFERIA DUCHA,0,Level 6
667,666,P311100-0359,UN,703,Griferia Ducha Monocontrol SSB Palma Ref: PM4020001,201387.27,Position
668,665,D-20-10-60-2240-003,,0,GRIFERIA LAVAMANOS,0,Level 6
669,668,P311100-0358,UN,703,Griferia lavamanos Palma medio Ref: PM1010001,126279.23,Position
670,668,P311100-0383,UN,703,Desague Lavamanos Push con Rebose Ref: KR38CR008,74734.38,Position
671,668,P312500-0037,UN,117.17,Griflex Para Lavamanos X 12Und Ref: 380188881,25217.76308,Position
672,668,P312500-0058,UN,703,Sifon En P Gris Ref: 935080001,7405.37,Position
673,665,D-20-10-60-2240-004,,0,GRIFERÍA LAVAPLATOS,0,Level 6
674,673,P311100-0357,UN,354,Griferia Lavaplatos Monocontrol Koral Ref: KR5010001,215682.74,Position
675,673,P312500-0037,UN,59,Griflex Para Lavamanos X 12Und Ref: 380188881,25218.48051,Position
676,665,D-20-10-60-2240-005,,0,LLAVE LAVADERO,0,Level 6
677,676,P270000-0085,UN,393,Escudo De 1/2 Pulg,2935.81,Position
678,676,P311100-0026,UN,393,Conjunto Griferia Lavaplatos 8 Pulg Palanca Balta Pico Prakti Cromo Ref: Pp5050001,54492.15,Position
679,676,P313500-0299,UN,393,Valvula De Pozuelo De 2.1/2X1.1/2 Con Sosco Ref: 0517,1536.46,Position
680,665,D-20-10-60-2240-006,,0,LLAVE TERMINAL LAVADORA,0,Level 6
681,680,P311100-0156,UN,704,Griferia Llave Lavadora Cromada Ref: 977000001,28625,Position
682,665,D-20-10-60-2241-002,,0,SANITARIO DE TANQUE,0,Level 6
683,682,P311900-0039,UN,703,Sanitario Ecoclean Ref: O26001001,386138.34,Position
684,682,P312500-0040,UN,703,Griflex Plastico Para Sanitario 55Cm Ref: 380500001,29666.7,Position
685,682,S017319-0049,UN,703,M.O. Instalacion Aparatos,32467.19,Position
686,665,D-20-10-60-2241-003,,0,LAVAMANOS,0,Level 6
687,686,P311311-0099,UN,703,Lavamanos Meson Olivia 70 Ref: KS08BL295,328301.96,Position
688,686,P312500-0039,UN,1406,Griflex Plastico Para Lavamanos 60Cm Ref: 380120001,2622.76,Position
689,686,S017319-0049,UN,703,M.O. Instalacion Aparatos,32467.19,Position
690,665,D-20-10-60-2241-004,,0,LAVAPLATOS EN ACERO INOX.,0,Level 6
691,690,P311317-0013,UN,354,Lavaplatos En Acero Inoxidable De Submontar 55X43Cms,125495.02,Position
692,690,S017316-0050,UN,354,M.O. Instalacion Lavaplatos,32467.19,Position
693,665,D-20-10-60-2241-010,,0,REJILLAS DE PISO,0,Level 6
694,693,P312700-0025,UN,150.97,Rejilla Metalica 3 PulgX2 Pulg Con Sosco,4713.207392,Position
695,693,P312700-0028,UN,10.22,Rejilla Metalica De Piso 4 PulgX3 Pulg,4714.097847,Position
696,693,S017316-0081,UN,1067,M.O. Instalacion Rejillas De Piso,7927.05,Position
697,665,D-20-10-60-2241-021,,0,REJILLAS DE PISO BALCONES,0,Level 6
698,697,P312700-0025,UN,176,Rejilla Metalica 3 PulgX2 Pulg Con Sosco,4713.26,Position
699,697,P312700-0028,UN,176,Rejilla Metalica De Piso 4 PulgX3 Pulg,4713.26,Position
700,665,D-20-10-60-2241-022,,0,REJILLAS DE PISO PATIOS,0,Level 6
701,700,P312700-0025,UN,20,Rejilla Metalica 3 PulgX2 Pulg Con Sosco,4713.26,Position
702,700,P312700-0028,UN,20,Rejilla Metalica De Piso 4 PulgX3 Pulg,4713.26,Position
703,665,D-20-10-60-2241-024,,0,REJILLAS DE PISO SOTANOS,0,Level 6
704,703,P312700-0025,UN,32,Rejilla Metalica 3 PulgX2 Pulg Con Sosco,4713.26,Position
705,703,P312700-0028,UN,32,Rejilla Metalica De Piso 4 PulgX3 Pulg,4713.26,Position
706,660,D-20-60-00-0000-000,,0,REDES DE TUBERÍA DE APOYO,0,Level 4
707,706,D-20-60-30-0000-000,,0,REDES DE GAS,0,Level 5
708,707,D-20-60-30-4014-002,,0,INSTALACIONES DE GAS,0,Level 6
709,708,Z416300-0145,UN,352,Sub. Instalaciones De Gas,1790549.53,Position
710,646,D-30-00-00-0000-000,,0,HVAC -INSTALACIONES MECANICAS,0,Level 3
711,710,D-30-60-00-0000-000,,0,VENTILACION MECANICA,0,Level 4
712,711,D-30-60-30-0000-000,,0,EQUIPOS DE EXTRACCION DE AIRE,0,Level 5
713,712,D-30-60-30-2331-001,,0,DUCTO METÁLICO,0,Level 6
714,713,Z416300-0126,ML,650.8,Sub. Ducto Desfogue 6 Pulg,340130,Position
715,646,D-40-00-00-0000-000,,0,PROTECCION CONTRA FUEGO,0,Level 3
716,715,D-40-10-00-0000-000,,0,REDES DE EXTINCION DE INCENDIOS,0,Level 4
717,716,D-40-10-10-0000-000,,0,REDES CONTRAINCENDIOS BASE AGUA,0,Level 5
718,717,D-40-10-10-0997-006,,0,PINTURA GABINETES,0,Level 6
719,718,Z415600-0041,UN,48,Sub. Pintura En Esmalte Gabinete De Incendio,26964.3,Position
720,717,D-40-10-10-2100-001,,0,RED CONTRA INCENDIO (TORRES),0,Level 6
721,720,Z416300-0202,GLB,352,Sub. Red Distribucion General Incendio,802245.76,Position
722,646,D-50-00-00-0000-000,,0,ELÉCTRICO,0,Level 3
723,722,D-50-30-00-0000-000,,0,REDES ELÉCTRICAS Y DISTRIBUCION BAJA TENSION,0,Level 4
724,723,D-50-30-10-0000-000,,0,REDES ELECTRICAS,0,Level 5
725,724,D-50-30-10-2620-002,,0,INSTALACIONES ELECTRICAS,0,Level 6
726,725,Z417600-0092,UN,352,Sub. Instalaciones Electricas,12840897.19,Position
727,722,D-50-40-00-0000-000,,0,ILUMINACION INTERIOR,0,Level 4
728,727,D-50-40-10-0000-000,,0,CONTROLES PARA ILUMINACION,0,Level 5
729,728,D-50-40-10-2650-003,,0,CONTROLES PARA ILUMINACIÓN,0,Level 6
730,729,Z417600-0130,UN,2,Sub. Sensores De Movimiento,24005929.5,Position
731,727,D-50-40-50-0000-000,,0,LUMINARIAS,0,Level 5
732,731,D-50-40-50-2650-001,,0,ILUMINACION INTERIOR,0,Level 6
733,732,P354700-0733,UN,5420,Bala Halogena Deluxe/Led Twist GU 5.3 RD,21159.59,Position
734,731,D-50-40-50-2651-001,,0,BALAS INCANDECENTES BAÑOS,0,Level 6
735,734,P354700-0487,UN,1408,Bala Halogena H-5 con Kit GU10 50W-110V,18721.85,Position
736,734,S017300-0185,UN,1408,M.O. Huecos Balas En Dry Wall,2387.69,Position
737,731,D-50-40-50-2651-002,,0,APLIQUES BALCONES,0,Level 6
738,737,P354700-0599,UN,268,Plafon Sobreponer Led 18W - Marca Sylvania,68256.75,Position
739,731,D-50-40-50-2651-005,,0,ILUMINACION INTERIOR PUNTOS FIJOS,0,Level 6
740,739,Z417600-0098,GLB,2,Sub. Otras Iluminaciones,37545690,Position
741,646,D-60-00-00-0000-000,,0,COMUNICACIONES,0,Level 3
742,741,D-60-60-00-0000-000,,0,DISTRIBUCION DE COMUNICACIONES Y MONITOREO,0,Level 4
743,742,D-60-60-10-0000-000,,0,DISTRIBUCION DE SISTEMAS DE COMUNICACION DE AUDIO Y VIDEO,0,Level 5
744,743,D-60-60-10-1020-001,,0,SISTEMA COMUNAL DE TELEVISION,0,Level 6
745,744,Z417600-0136,GLB,352,Sub. Sistema De Television,184886.07,Position
746,742,D-60-60-30-0000-000,,0,SISTEMAS DE COMUNICACIONES Y MONITOREO COMUNAL,0,Level 5
747,746,D-60-60-30-1020-002,,0,SISTEMA CITOFONIA,0,Level 6
748,747,Z417600-0132,UN,352,Sub. Sistema Citofonia,476614.33,Position
749,646,D-70-00-00-0000-000,,0,PROTECCION Y SEGURIDAD ELECTRONICA,0,Level 3
750,749,D-70-50-00-0000-000,,0,REDES DE DETECCION Y ALARMAS,0,Level 4
751,750,D-70-50-10-0000-000,,0,DETECCION DE FUEGO Y ALARMA,0,Level 5
752,751,D-70-50-10-2831-001,,0,SEGURIDAD HUMANA (DETECCION DE HUMO),0,Level 6
753,752,Z410611-0214,GLB,352,Sub. Sistema De Incendio,1626315.68,Position
754,32,E-00-00-00-0000-000,,0,E-EQUIPOS Y MOBILIARIO,0,Level 2
755,754,E-10-00-00-0000-000,,0,EQUIPOS,0,Level 3
756,755,E-10-60-00-0000-000,,0,EQUIPOS RESIDENCIALES,0,Level 4
757,756,E-10-60-10-0000-000,,0,ELECTRODOMÉSTICOS Y GASODOMÉSTICOS,0,Level 5
758,757,E-10-60-10-1131-001,,0,CAMPANA,0,Level 6
759,758,P212343-0019,UN,352,Campana Okra 60cm Acero Inox V3 Ref: CAMP OKRA 60 V3 INOX,221041.31,Position
760,758,S017300-0192,UN,352,M.O. Instalacion Campana,35774.74,Position
761,757,E-10-60-10-1131-002,,0,ESTUFA,0,Level 6
762,761,P212323-0017,UN,352,Estufa 4 Puestos A Gas Ref: Cub Asl Cg 60 Cristal Mf Gn,596520.82,Position
763,761,S017316-0003,UN,352,M.O. Montaje Estufa A Gas,93825.09,Position
764,757,E-10-60-10-1131-003,,0,HORNO,0,Level 6
765,764,P212323-0039,UN,352,Horno Eletrico Ref: Asf 60-36 120V Inox,441704.2,Position
766,764,S017316-0046,UN,352,M.O. Instalacion Horno,35774.74,Position
767,757,E-10-60-10-2234-001,,0,CALENTADOR,0,Level 6
768,767,P312900-0027,UN,352,Calentador A Gas Bambu 12 Lt TF Ref: CP BAMBÚ 12 LT TF GN DISP BL - 9002240,982177.92,Position
769,767,S017316-0001,UN,352,M.O. Montaje Calentador,93825.09,Position
770,754,E-20-00-00-0000-000,,0,MOBILIARIO,0,Level 3
771,770,E-20-10-00-0000-000,,0,MUEBLES FIJO,0,Level 4
772,771,E-20-10-30-0000-000,,0,"MUEBLES DE COCINA, BAÑO Y CLOSET",0,Level 5
773,772,E-20-10-30-1235-002,,0,MUEBLE ALTO DE COCINA,0,Level 6
774,773,Z416300-0040,ML,962.28,Sub. Mueble Alto De Cocina,320016.43,Position
775,772,E-20-10-30-1235-003,,0,MUEBLE BAJO DE COCINA,0,Level 6
776,775,Z416300-0041,ML,962.28,Sub. Mueble Bajo De Cocina,544695.06,Position
777,772,E-20-10-30-1235-004,,0,MUEBLE BAJO AUXILIAR COCINA,0,Level 6
778,777,Z416300-0043,ML,211.2,Sub. Mueble Estudio,722867.48,Position
779,772,E-20-10-30-1236-002,,0,MESON BAÑO,0,Level 6
780,779,P212323-0013,UN,2.37,Estructura Soporte Para Meson,161789.211,Position
781,779,Z414000-0024,ML,4.73,Sub. Meson Crema Sienna,294140,Position
782,772,E-20-10-30-1236-003,,0,MESON GRANITO,0,Level 6
783,782,P212323-0013,UN,411.31,Estructura Soporte Para Meson,162131.6785,Position
784,782,Z410611-0196,ML,1126.12,Sub. Meson Quartztone Blanco Polar,352920.8607,Position
785,782,Z414000-0069,ML,1214.24,Sub. Meson Adicional,405165.7536,Position
786,772,E-20-10-30-1240-001,,0,VESTIER,0,Level 6
787,786,Z411000-0012,M2,1661.44,Sub. Vestier,244564.63,Position
788,772,E-20-10-30-1240-002,,0,CLOSET ALCOBA,0,Level 6
789,788,Z411000-0001,M2,2840.67,Sub. Closet,449531.85,Position
790,772,E-20-10-30-1250-002,,0,MUEBLE DE BAÑO,0,Level 6
791,790,Z411000-0054,UN,703,Sub. Mueble De Baño,232098,Position
792,772,E-20-10-30-1250-003,,0,MUEBLE LAVADERO,0,Level 6
793,792,Z411000-0038,UN,352,Sub. Mueble Lavadero,244962.69,Position
794,772,E-20-10-30-2241-008,,0,LAVADERO EN GRANITO O FIBRA DE VIDRIO,0,Level 6
795,794,P311311-0121,UN,378,Lavadero Aqua Blanco Brillante de 48x51 Ref. VROP01-0016-000,171478.5,Position
796,794,S017316-0049,UN,378,M.O. Instalacion Lavadero,32467.19,Position
797,794,Z411000-0038,UN,378,Sub. Mueble Lavadero,244962.69,Position
798,771,E-20-10-90-0000-000,,0,OTROS MUEBLES FIJOS,0,Level 5
799,798,E-20-10-90-1250-005,,0,MUEBLE DE LINOS,0,Level 6
800,799,Z416300-0038,M2,132,Sub. Sum E Ins Mueble De Linos,320918,Position
801,32,F-00-00-00-0000-000,,0,F-CONSTRUCCIONES ESPECIALES Y DEMOLICIONES,0,Level 2
802,801,F-10-00-00-0000-000,,0,CONSTRUCCIONES ESPECIALES,0,Level 3
803,802,F-10-80-00-0000-000,,0,INSTRUMENTACION ESPECIAL,0,Level 4
804,803,F-10-80-20-0000-000,,0,INSTRUMENTACION SÍSMICA,0,Level 5
805,804,F-10-80-20-1421-002,,0,ACELEROGRAFO,0,Level 6
806,805,Z410611-0001,UN,2,Acelerografo Digital Dn,57335669.68,Position
807,32,G-00-00-00-0000-000,,0,G-TRABAJOS DE SITIO - URBANISMOS - REDES,0,Level 2
808,807,G-10-00-00-0000-000,,0,PREPARACION DE SITIO,0,Level 3
809,808,G-10-70-00-0000-000,,0,MOVIMIENTO DE TIERRA URBANISMO,0,Level 4
810,809,G-10-70-20-0000-000,,0,EXCAVACION Y RELLENO,0,Level 5
811,810,G-10-70-20-3123-002,,0,COMPACTACION SUBRASANTE,0,Level 6
812,811,Z419111-0026,M2,1985,Sub. Compactacion Subrasante,1003.16,Position
813,810,G-10-70-20-3123-005,,0,EXCAVACION MECANICA CON RETIRO EXTERNO,0,Level 6
814,813,Z410300-0027,M3,14218.33,Sub. Excavacion mecanica con Retiro Externo,24807.67,Position
815,810,G-10-70-20-3123-059,,0,EXCAVACION MANUAL CON RETIRO EXTERNO,0,Level 6
816,815,S017300-0147,M3,81.88,M.O. Excavacion Manual,27390.70005,Position
817,815,Z410300-0048,M3,81.88,Sub. Retiro Material de Excavacion Manual,16808,Position
818,807,G-20-00-00-0000-000,,0,MEJORAS DE SITIO,0,Level 3
819,818,G-20-60-00-0000-000,,0,DESARROLLO DEL EXTERIORES,0,Level 4
820,819,G-20-60-30-0000-000,,0,SEÑALIZACION EXTERIOR,0,Level 5
821,820,G-20-60-30-1014-022,,0,DEMARCACION POR AREA,0,Level 6
822,821,Z410611-0150,GLB,2.2,Sub. De Señalizacion,43605.2,Position
823,818,G-20-80-00-0000-000,,0,PAISAJISMO,0,Level 4
824,823,G-20-80-25-0000-000,,0,PLANTAS Y ÁRBOLES,0,Level 5
825,824,G-20-80-25-3293-002,,0,JARDINERIA,0,Level 6
826,825,Z410611-0192,M2,75,"Sub. Jardines, Suministro Y Plantacion",41600,Position
827,32,X-00-00-00-0000-000,,0,X-GASTOS GENERALES Y PRELIMINARES,0,Level 2
828,827,X-10-00-00-0000-000,,0,COSTOS INDIRECTOS DE OBRA,0,Level 3
829,828,X-10-30-00-0000-000,,0,"EQUIPOS, HERRAMIENTAS Y AYUDAS DE CONSTRUCCION",0,Level 4
830,829,X-10-30-10-0000-000,,0,EQUIPOS Y HERRAMIENTAS,0,Level 5
831,830,X-10-30-10-0154-001,,0,ALQUILER Y COMPRA DE EQUIPO MENOR,0,Level 6
832,831,H511131-0134,UN,39,Pulidora Bosch De 4 1/2 Pulg,3037981.65,Position
833,830,X-10-30-10-0154-003,,0,HERRAMIENTA MENOR EN COMPRA,0,Level 6
834,833,Z410900-0007,MES,39,Herramienta Menor,2625000,Position
835,830,X-10-30-10-0154-005,,0,ALQUILER DE PLUMA,0,Level 6
836,835,H513133-0003,MES,21,Alquiler Pluma,749700,Position
837,830,X-10-30-10-0154-012,,0,ALQUILER MALACATE,0,Level 6
838,837,H511724-0001,MES,22,Alquiler Andamio Colgante Electrico,10013083.92,Position
839,830,X-10-30-10-0154-015,,0,ALQUILER DE TORRE GRUA,0,Level 6
840,839,H513133-0004,MES,22,Alquiler Torregrua,12325850.36,Position
841,830,X-10-30-10-0154-016,,0,ALQUILER DE ANDAMIOS,0,Level 6
842,841,H511700-0012,MES,39,Seccion Andamio Tubular,3155351.85,Position
843,828,X-10-50-00-0000-000,,0,MANTENIMIENTO Y LIMPIEZA,0,Level 4
844,843,X-10-50-10-0000-000,,0,ASEO,0,Level 5
845,844,X-10-50-10-0174-004,,0,RETIRO DE ESCOMBROS,0,Level 6
846,845,Z410131-0005,VJ,352,Sub. Retiro De Escombro Con Cargue,152645.27,Position
847,844,X-10-50-10-0174-005,,0,ASEO OBRA BLANCA,0,Level 6
848,847,S017300-0041,UN,352,M.O. Aseo Grueso Inmuebles,732648,Position
849,844,X-10-50-10-0174-008,,0,ASEO VENTANERIA,0,Level 6
850,849,S017300-0044,M2,6446.83,M.O. Aseo Vidrios,2562.559999,Position
851,844,X-10-50-10-0174-009,,0,ASEO PUNTOS FIJOS,0,Level 6
852,851,Z410611-0333,GLB,48,Sub. Aseo Obra Blanca Y Entrega,4522289.01,Position
853,0,1946,,0,SOTANOS,0,Level 1
854,853,A-00-00-00-0000-000,,0,A-SUBESTRUCTURA - CIMENTACION,0,Level 2
855,854,A-10-00-00-0000-000,,0,CIMENTACION,0,Level 3
856,855,A-10-10-00-0000-000,,0,CIMENTACION DE MUROS - ZARPAS,0,Level 4
857,856,A-10-10-30-0000-000,,0,CIMENTACION DE COLUMNAS - ZAPATAS,0,Level 5
858,857,A-10-10-30-3160-001,,0,CONCRETO CICLOPEO,0,Level 6
859,858,M301025-0034,M3,15.46,Piedra Rajon,83687.73286,Position
860,858,P131511-0014,M3,23.19,Concreto 3000 PSI Grava Comun,394598.9849,Position
861,858,S017300-0088,M3,36.81,M.O. Concreto Ciclopeo,89381.18011,Position
862,858,Z410131-0022,M3,15.46,Transporte De Triturado,12042.71604,Position
863,855,A-10-20-00-0000-000,,0,CIMENTACIONES ESPECIALES,0,Level 4
864,863,A-10-20-15-0000-000,,0,PILOTES PERFORADOS - PREEXCAVADOS,0,Level 5
865,864,A-10-20-15-3163-004,,0,PILOTE TORNILLO D = 0.40,0,Level 6
866,865,P131511-0082,M3,612.6,Concreto 3500 Psi Tornillo Continuo Grava Fina Asent=10 Pulg,438595.9796,Position
867,865,P133121-0001,KG,19149.76,Acero De Refuerzo A-37,5011.090004,Position
868,865,P133121-0037,KG,574.49,Alambre No 18,5317.835994,Position
869,865,S017300-0230,KG,19149.76,M.O. Manejo De Acero De Refuerzo Pilotaje,427.9000003,Position
870,865,S017300-0308,UN,166,M.O. Prehueco Pilote,91130.00584,Position
871,865,Z410131-0013,VJ,14.72,Transporte De Equipos,683358.5516,Position
872,865,Z413100-0009,M3,118.9,Sub. Descabece De Pilotes,276507.5209,Position
873,865,Z413100-0051,ML,4166.6,Sub. Pilotaje Kelly D=0.40 M.,36988,Position
874,864,A-10-20-15-3163-006,,0,PILOTE TIPO KELLY 50 CM,0,Level 6
875,874,P131511-0084,M3,309.67,Concreto 3500 Psi Tremie Grava Fina,441358.0203,Position
876,874,P133121-0001,KG,7403.12,Acero De Refuerzo A-37,5011.089997,Position
877,874,P133121-0037,KG,222.09,Alambre No 18,5317.896078,Position
878,874,S017300-0230,KG,7403.12,M.O. Manejo De Acero De Refuerzo Pilotaje,427.9000003,Position
879,874,S017300-0308,UN,48,M.O. Prehueco Pilote,91130.00354,Position
880,874,Z410131-0013,VJ,4.76,Transporte De Equipos,683687.395,Position
881,874,Z413100-0009,M3,44.77,Sub. Descabece De Pilotes,276486.3085,Position
882,874,Z413100-0052,ML,1348,Sub. Pilotaje Kelly D=0.50 M.,88700.6,Position
883,864,A-10-20-15-3163-007,,0,PILOTE TORNILLO 30 CM,0,Level 6
884,883,P131511-0082,M3,338.36,Concreto 3500 Psi Tornillo Continuo Grava Fina Asent=10 Pulg,438595.9527,Position
885,883,P133121-0001,KG,15056.31,Acero De Refuerzo A-37,5011.089998,Position
886,883,P133121-0037,KG,451.69,Alambre No 18,5317.801745,Position
887,883,S017300-0230,KG,15056.31,M.O. Manejo De Acero De Refuerzo Pilotaje,427.9000001,Position
888,883,S017300-0309,UN,163,M.O. Prehuecos Pilotes D=60 Cm.,91130.00583,Position
889,883,Z410131-0013,VJ,14.46,Transporte De Equipos,683073.8617,Position
890,883,Z413100-0009,M3,65.67,Sub. Descabece De Pilotes,276518.3122,Position
891,883,Z413100-0056,ML,4091.3,Sub. Pilotaje Tornillo D=0.3M.,31375,Position
892,863,A-10-20-80-0000-000,,0,VIGAS DE CIMENTACION,0,Level 5
893,892,A-10-20-80-0330-005,,0,VIGA DE CIMENTACIÓN,0,Level 6
894,893,P131511-0020,M3,575.27,Concreto 3000 Psi Grava Comun Bombeable,398940.1939,Position
895,893,P133121-0002,KG,76719.82,Acero De Refuerzo A-60,3982.670102,Position
896,893,S017300-0229,KG,73066.5,M.O. Manejo De Acero De Refuerzo,111.2799956,Position
897,893,S017300-0363,M3,547.88,M.O. Vigas De Cimentacion,275600,Position
898,854,A-20-00-00-0000-000,,0,CERRAMIENTOS SUBTERRÁNEOS,0,Level 3
899,898,A-20-10-00-0000-000,,0,MUROS DE CERRAMIENTO SUBTERRÁNEO,0,Level 4
900,899,A-20-10-10-0000-000,,0,MURO DE CONTENCION PARA SOTANO,0,Level 5
901,900,A-20-10-10-0330-020,,0,MURO DE CONTENCION,0,Level 6
902,901,P131511-0020,M3,245.23,Concreto 3000 Psi Grava Comun Bombeable,398933.353,Position
903,901,P133121-0002,KG,16405.49,Acero De Refuerzo A-60,3982.671158,Position
904,901,S017300-0229,KG,15624.28,M.O. Manejo De Acero De Refuerzo,111.2800052,Position
